animeid,englishtitle,haveenglishtitle,synopsis
54947,Spy Classroom Season 2,Yes,"Four members of the Din Republic's spy team Lamplight embark on a mission to capture an enemy spy. Although they struggle to work together due to their clashing personalities, Thea, Monika, Erna, and Annett complete their objective. While enjoying a short break, the four girls encounter a woman named Matilda, who claims to be Annett's mother. As they get to know Matilda, the team is dragged into an escalating conflict that tests their teamwork and allegiances.

Meanwhile, the remaining Lamplight members notice that the dispatched squad has yet to report back. Worried about their allies, Klaus and Lily set out on an emergency expedition to locate their missing teammates. As the two uncover troubling information about rising tensions in the area where their friends last were, they must act quickly to reassemble the team before the mission reaches the point of no return.

[Written by MAL Rewrite]"
54949,Cat's Tea 2nd Season,Yes,Second season of .
54959,,No,"In their last year of middle school, the five band members of CRYCHIC went their separate ways after an unpleasant disbandment. Each wrestling with their own regrets, the girls enrolled in different high schools, hoping never to hear from one another again.

Meanwhile, Anon Chihaya transfers to Haneoka Girls' Academy in the middle of the school year. As most students play in a band as a hobby, Anon desires to fit in and spends her first days trying to recruit members for her own band, envisioning herself as the group's vocalist. She befriends Tomori Takamatsu, a shy girl who seems interested but hesitant about joining. As it turns out, Tomori used to be part of CRYCHIC, an experience that has scarred her deeply.

Through Tomori, Anon meets Taki Shiina and Soyo Nagasaki, both former members of the same band. Although Taki detests the idea of playing with Anon, Soyo is delighted to help her out. Now with Soyo by her side, Anon's dream of forming a band is within reach—if only she could find a few more members.

[Written by MAL Rewrite]"
54968,Pseudo Harem,Yes,"Eiji Kitahama has a dream shared by many high school guys: to be popular and have a harem of girls fawning over him. Luckily for him, his new junior in the drama club, Rin Nanakura, has decided to help him realize this wish. Using her impressive acting abilities, she takes on many personalities, from teasing to calm and collected, to play characters in Eiji's simulated harem.

As her connection with Eiji deepens, Rin expands her repertoire, quickly swapping between characters while enjoying high school life together in the club. Through her acting, the real Rin Nanakura tries her best to win Eiji's heart.

[Written by MAL Rewrite]"
54973,"Watt's Up, Girl?",Yes,"Liang Xigua is a poor young man struggling to make a living in the cracks of the city. One day, his old refrigerator, which had been with him for many lonely summers, took on a human form and intervened in his life. They confront each other over food, struggle to make ends meet, drag each other down, and support each other, resulting in lots of ludicrous daily stories. Xigua gradually realizes that he is not the only one who has awakened the life of the appliance.

(Source: Bilibili)"
54974,Fabulous Beasts,Yes,"In the wake of scientific advancement, the once majestic mythological animals can't be compared to the olden days now. The mythological animal Sibuxiang received orders to descend to the mortal world and to help out other mythological animals in dire straits wandering the human world. In the secular world, he met his old colleague Pixiu in a tight spot, his drinking buddy Tuye down in his luck, and the gold and silver Jue brothers who were demoted to the mortal world... what kind of stories will happen between them?

(Source: AC.QQ, translated)"
54976,Fate/Grand Order: You've Lost Ritsuka Fujimaru - Year-End Special,Yes,"Ritsuka Fujimaru—humanity's last master. It would not have been possible to restore humanity without him. However, he does have a shortcoming... he is far too honest! A slapstick comedy in which Fujimaru's simple questions sway the heroic spirits!

(Source: MAL News)"
54997,The Rich God,Yes,"The financial talent Wang Ke was accidentally brought to the Shenzhou Star by the ancestral sword. With the help of his family's blazing sun, he drove low and walked high, and worshiped the fairy gate. He thought he would make a fortune, but he didn't want to be involved in the two turbulent undercurrents of righteousness and evil. Relying on his talent and wit, Wang Ke made every step of the way, won the hearts of beauties, built a business empire, stepped on the road of defending the way and eliminating demons step by step, and eventually became the immortal king. 

(Source: Youku, Google translated)"
55014,The Sovereign's Ascension,Yes,"Lin Yun, the sword slave of the Qingyun Sect in Tianshui Kingdom, after his rebirth, his aptitude with extremely poor comprehension became different. After a set of Tiger Fist, he directly broke through to the triple realm of martial arts that can become a disciple of an outside sect. However, even though he got rid of his identity as a sword slave and became an outer disciple, Lin Yun was still discriminated against by other disciples of the sect, all because of the unwritten rule of ""one day a sword slave, a lifetime a sword slave""... The road to martial arts is full of hardships. How does Lin Yun constantly challenge himself, find opportunities for improvement, break the sect's grievances, rewrite the life of a sword slave, and step into the pinnacle of martial arts?"
55016,,No,Music video for the song  by YOASOBI.
55032,Rent-a-Girlfriend Petit Special,Yes,A special episodes of  included with the 4th volume of the Blu-ray for the series.
55058,,No,Self-introductions for each character posted to the official YouTube Channel.
55071,Tying the Knot with an Amagami Sister,Yes,"After witnessing his mother's death at a young age, Uryuu Kamihate grew up disillusioned with the gods, dismissing faith in them as utter nonsense. Due to his beliefs, he aims to become a doctor, spending most of his time studying to enter the prestigious Kyoto University.

To further his studies, Uryuu searches for a new place to take him in and get away from the noisy environment of the orphanage where he grew up. Chidori Amagami, head priest of the Amagami Shrine, allows him to stay at the Amagami residence. However, Uryuu has to live there with Chidori's three granddaughters—Yae, Yuna, and Asahi—who serve as shrine maidens. Moreover, Chidori has another condition for Uryuu: he has to marry one of the sisters to ensure the shrine's future and one day inherit it. But with Uryuu's goals and outlook naturally clashing against the sisters' beliefs, this already daunting ordeal seems outright impossible.

[Written by MAL Rewrite]"
55072,Kay's Daily Doodles,Yes,No synopsis information has been added to this title. Help improve our database by adding a synopsis .
55102,,No,"Everyone yearns to find their true purpose in life. This is also true for Nina Iseri, a 17-year-old girl looking to enroll in a good university, but the world always seems to work against her. On her very first day in Tokyo, she gets lost, ignored, and locked out of her new apartment. However, an unexpected opportunity arises when Nina meets Momoka Kawaragi, one of her favorite guitarists.

After Nina joins Momoka for a street performance, Momoka decides they should start a band together. While Nina initially hesitates, her determination grows as they start acquiring more bandmates—the beautiful drummer Subaru Awa, the aloof keyboardist Tomo Ebizuka, and the intelligent bassist Rupa. The five girls face challenges both in the music industry and within themselves, but their shared passion for music never lets them give up on their dreams.

[Written by MAL Rewrite]"
55115,The Concierge,Yes,"""The word 'no' doesn't exist in a concierge's dictionary."" That's just one of the demanding rules that Akino must abide by in her new job as a saleswoman at the elegant and expansive Hokkyoku Department Store. It's a very special store — the customers are all animals, and the most valued among them are of extinct species. Sea minks, laughing owls, Japanese wolves, even an enormous mammoth — that's Mr. Woolly, the celebrated sculptor whose works are showcased at the store. It's still a luxury retail space, though, and anxious Akino finds her hands full with the customers' challenging requests. These range from hard-to-find merchandise to more complicated matters of the heart. Can the inexperienced Akino fulfill their whims and meet their expectations? If she wants to keep her job, she'll have to succeed while under constant observation by the fussy floor manager Mr. Todo, a creepy consultant eager to downsize the staff, and the store's enigmatic president (who is not a penguin, by the way!).

(Source: Fantasia Festival)"
55129,The Foolish Angel Dances with the Devil,Yes,"Losing their war against Heaven's angel army, the demons of Hell are on the cusp of collapse. As a last ditch attempt to turn the tides of the war, the demons send Akutsu Masatora to the mortal plane on Earth to save their homeland from the angels. Disguising himself as a high school student, Akutsu seeks to recruit someone with the capability to lead the demons to victory.

Akutsu does not have to look far: among his classmates is the magnificent Lily Amane, a transfer student who seems like the perfect candidate for Akutsu's plans. But as luck would have it, Lily is one of the very angels that Akutsu is meant to be fighting against, and his attempt to recruit her might end up being the biggest blunder in the failing war. Worse yet, Akutsu may fall in love with his own worst enemy.

[Written by MAL Rewrite]"
55130,The Peak of True Martial Arts 2nd Season,Yes,The second season of .
55150,The Do-Over Damsel Conquers The Dragon Emperor,Yes,"Jill Savelle—fiancée of the crown prince Gerald der Kratos and known as the ""Lady Goddess of War""—is being hunted down by the same country she swore to protect. Betrayed by her betrothed, she is framed as a traitor and imprisoned. In her last moments, Jill is filled with regret, but just as death approaches, she awakens six years in the past. This time, she will not be a mere pawn.

Now as a 10-year-old girl, Jill resolves to escape her imminent engagement to the prince. To this end, she jokingly professes her love to the 19-year-old dragon emperor Hadis Teos Rave, who will one day stain the land in blood due to madness. But against all expectations, he accepts!

In contrast to the tyrant from Jill's memories, the Hadis of this time is a kind albeit unfortunate emperor. Can Jill prevent Hadis from descending down the same dark, villainous road, or is he bound to an inevitable future?

[Written by MAL Rewrite]"
55151,The Great Ruler,Yes,"In the vast world, planes converge and numerous races thrive. A gathering of extraordinary talents unfolds, where one after another, supreme beings from the lower planes come forth. In this boundless realm, they weave captivating legends that inspire admiration, pursuing the path to dominance.

(Source: iQIYI International)"
55153,The Yuzuki Family's Four Sons,Yes,"The Yuzuki family, which consists of four brothers, lost their parents two years ago. Hayato, the eldest son, is a hard worker and the pillar of the family. Mikoto, the second son, is calm and collected, but he has a soft spot for his younger brother Minato, whom he adores and thinks is cute. Minato, the third son, is energetic and adores his brothers, but he is clumsy and awkward. Gakuto, the fourth son, is a studious and mature first-grader who is often referred to as a ""wise man."" The manga depicts the four brothers' daily lives as they navigate their family, school, and community.

(Source: MAL News)"
55166,Theatre of Darkness: Yamishibai 11,Yes,Eleventh season of .
55186,The Guardian Legend,Yes,No synopsis information has been added to this title. Help improve our database by adding a synopsis .
55192,The Success Of Empyrean Xuan Emperor 4th Season,Yes,The fourth season of .
55194,Tonbo!,Yes,"Trying to move on in his life, former professional golfer Kazuyoshi Igarashi arrives at Hinoshima Island for a job at its development center. Expecting the island to be a very rural area with nothing much to offer, Kazuyoshi cannot hide his amazement when he discovers a complete golf course made by the island's inhabitants. Using the seaside terrain to their advantage, the people there have adopted golfing as their hobby.

To add to his surprise, Kazuyoshi meets a young girl named Tonbo Ooi, who has been playing golf using only a 3-iron—a notoriously difficult-to-use club. As the former pro gets more involved with Tonbo and witnesses her seemingly impossible shots, he begins to see golf in a whole new light, rediscovering how fun the sport can actually be.

[Written by MAL Rewrite]"
55255,,No,"Humans once lived like Earth was the center of the universe. Some people embraced religion and believed that God would deliver them from suffering. After humanity was enslaved by aliens, no one spoke of God any longer.

Now the grim truth is that humans are mere property of aliens. Recently, entering pet humans into the entertainment industry has become popular, and the biggest, most thrilling spectacle is known as Alien Stage. In this reality singing competition, alien sponsors flaunt their investments, while human contestants must battle to survive. No matter the relationship between opponents—whether it is love, hate, or something more extreme—only one victor can emerge each round.

[Written by MAL Rewrite]"
55265,"As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World",Yes,"After passing away, a Japanese office worker finds himself reincarnated in another world as Ars, the newborn son of the noble Louvent family. The Summerforth Empire, where the Louvents rule over a small territory of a few thousand people, is a medieval-like land plagued by social inequality and political instability. As Ars grows older and learns more and more about his new environment, he becomes convinced that war will soon erupt.

Fortunately, though Ars was not blessed with unrivaled strength or extraordinary magical aptitude, he does possess Appraisal: a seemingly unique skill that allows him to instantly grasp someone's current abilities and latent talents merely by looking at them. In an effort to prepare his domain for the imminent strife, Ars resolves to enlist the most exceptional people he can find, paying no attention to superficial qualities like race or social status.

[Written by MAL Rewrite]"
55310,My New Boss Is Goofy,Yes,"After 26-year-old Kentarou Momose develops health problems due to his boss' abuse, he quits his job and joins a different company. Now, he hopes to start anew under the care of his mentor and direct supervisor, 34-year-old Yuusei Shirosaki.

Shirosaki is a capable boss admired by his coworkers, which makes Momose fear letting him down and reliving the past traumas. However, Momose can rest easy, as Shirosaki is always delighted to help—even if he looks absolutely ridiculous doing it. Although it may take some adjusting, Momose realizes that there is no need for caution around his new, endearingly eccentric boss after all.

[Written by MAL Rewrite]"
55315,Touhou Fantasy Kaleidoscope: The Memories of Phantasm,Yes,"Marisa, an ordinary magician, suspects a youkai is behind the winterly weather in the middle of spring. She goes off to investigate and soon arrives in the netherworld, facing the youkai behind the strange incident. Will her friend, the shrine maiden Reimu, arrive in time to save the day or will all be lost?

(Source: AniDB)"
55318,,No,"Tsukasa Akeuraji always dreamed of becoming a competitive solo figure skater, but starting too late in life meant his ambitions never got off the ground. Now barely scraping by, he takes on an assistant coach job, resigned to a future far from the one he once imagined.

Before his first day, Tsukasa meets Inori Yuitsuka, a shy fifth grader sneaking into the rink to practice. Captivated by figure skating, but held back by her mother's overprotectiveness and her own self-doubt, Inori has never been encouraged to pursue her passion until she encounters Tsukasa. Beneath her personality lies great potential, waiting to be unlocked with the right guidance.

Moved by Inori's determination to change and reminded of his own struggles, Tsukasa offers to coach and help her chase the dream she has been too afraid to voice. While the road ahead is long and filled with unfamiliar challenges and rival skaters, Inori dedicates herself to the art and strives to one day reach the Olympics and become a medalist. 

[Written by MAL Rewrite]"
55338,,No,Music video for the song  by XYZ.
55351,,No,Assorted commercials and previews for the  Mobile Game posted on the official YouTube channel. The animation is unique and is not present in the game nor in the TV Series.
55357,,No,Theatrical compilation of
55392,,No,"Witness stunning animation featuring Cygames all-stars locked in a blood-pumping action sequence. The characters come from both games and anime produced by the company, which celebrated its 10th anniversary in May 2021. This video is a collaboration between CygamesPictures, Inc. and SCOOP Music. Together, they bring us a vivid crystallization of Cygames magic. Keep your eyes peeled for more exciting content from Cygames as it pursues its corporate vision of being ""the best in entertainment.""

(Source: Official Youtube Channel)"
55394,,No,Assorted commercials and previews for the  mobile game posted on the official YouTube channel.
55463,Little Shark's Outings,Yes,"The adventures of a baby shark in nostalgia-filled Yauo Town.

Whether it's cider on a summer day, freeze pops, radio calisthenics, festival stalls, or hanging out with friends, the world sparkles when reflected in the eyes of the baby shark.

(Source: Kadokawa, translated)"
55514,,No,"Chika Suzugamori, an 18-year-old newcomer manga artist, has just had three of her drafts rejected in a single day. Her editor suggests incorporating her interests into her work, but Chika is an indoor person who only thinks about manga day and night. At a loss, she feels a sudden desire to get away from everything and go on a journey somewhere. 

Due to the results of an online poll that she posted on a whim, Chika hops on a train and heads north from Tokyo on an impromptu solo trip. When she ends up at the top of Mount Haguro in Aizu-Wakamatsu, she realizes she feels refreshed and more motivated than before. Even if her projects get turned down again in the future, Chika plans to journey around Japan with friends old and new.

[Written by MAL Rewrite]"
55517,,No,Recap of the first seven episodes of .
55528,Brave Bang Bravern!,Yes,"In a world where humanoid armored weapons known as ""Titatonostrider"" (""TS"" for short) are used in warfare, troops from various countries converge on the island of Oahu, Hawaii, including Ao Isami of the Japan Ground Self-Defense Force and Lewis Smith of the United States Marine Corps. Isami and Smith cross paths during battle, but suddenly, their teams are attacked by an unknown enemy, scattering soldiers and sending their forces into disarray. In order to save their friends and survive on the deadly battlefield, they must fight with every ounce of courage and pride that they can muster.

(Source: Crunchyroll News, edited)"
55570,The Prince of Tennis II U-17 World Cup Semifinal,Yes,"After the intense quarterfinals, the U-17 World Cup competition has been whittled down to four formidable teams. Standing between Team Japan's quest for international glory is the nine-time tournament champion, Germany, and their star-studded team, pro player Jurgen Borisovich Volk at its helm. With both the momentum and the crowd's favor on the side of their opponents, Japan faces an uphill battle.

Determined to avenge an earlier loss, Japan sends seven of their best—including team captain Houou Byoudouin—to challenge the German national team. But trying to reach the finals for the first time in Japan's tennis history may cause even these fearless players to crumble under mounting waves of pressure as they venture into uncharted territories.

[Written by MAL Rewrite]"
55578,4 Cut Hero,Yes,"The Hero has defeated the Demon King, but the Princess he meant to save turned out to be a Prince. NEETdom, here he comes, but a life of relaxation surrounded by anime is a pretty sweet deal.

Unfortunately, he gets caught up in millennia old legends, curses, and a twisted plot involving multiple Kingdoms and many dragons. Through and through, though, he'll follow a path of whimsy, even if that involves him palling it up with ""villains"".

(Source: MU)"
55593,Holo Graffiti Specials,Yes,Special episodes of .
55594,Snack Time!,Yes,"is NIJISANJI's first full-scale 3D animation video content where fans can catch snippets of the daily lives and shenanigans of their favorite NIJISANJI VTubers.

(Source: YouTube)"
55597,A Condition Called Love,Yes,"Hotaru Hinase has lived nearly sixteen years without romance. She is satisfied alone as long as she can enjoy the little things in life with her beloved friends and family. In her mind, she is not meant to fall in love, nor does she understand the concept.

While out with a friend, Hotaru witnesses the severe breakup of her schoolmate Hananoi, to whom she has never spoken. Afterward, she sees him sitting in the snow and holds her umbrella over him. To her surprise, this gesture results in him confessing his feelings for her at school the next day. Though Hotaru rejects him, Hananoi insists on letting her get to know him. He does whatever he can to woo her, from changing his hairstyle to finding her lost hairpin in the snow.

Although she has no romantic feelings towards him, Hotaru believes that by spending more time with him, she will learn how to love. She agrees to date him and slowly begins to navigate what being a girlfriend entails, including how to reciprocate the kind gestures that Hananoi continues to perform for her.

[Written by MAL Rewrite]"
55636,,No,"Located five stations away from Hokkaido's largest downtown area Susukino. A fun shop called ""Snack Busue"" can be found run by mama Basue and mama Akemi. Filled with the laughter of the girls and their unusual regulars, you'll be smiling along with them before you know it. 

(Official Site, translated)"
55644,,No,"Years ago, astronaut Byakuya left behind precious materials in the belief that his son, the scientifically-gifted Senkuu, would one day find them. In the present, the Kingdom of Science's Kohaku and Ginrou have infiltrated the harem of the Petrification Kingdom’s leader with the help of Amaryllis, a local girl. At first, their mission progresses without a hitch. Unfortunately, an error enacted by Kohaku and Ginrou leads Minister Ibara and the Island’s strongest warrior, Moz, to identify the intruding duo as enemies.

Even worse, Moz tails Amaryllis when she returns to inform Senkuu of the news, discovering the scientist's secret hideout. However, Moz's agenda does not align with Ibara's—he wants to dethrone the minister and keep the petrification device for himself. If Senkuu plays his cards right, he could gain a powerful ally and win the war once and for all.

[Written by MAL Rewrite]"
55651,TONIKAWA: Over The Moon For You - High School Days,Yes,"Nasa, at the request of his former junior high school teacher, Ms. Yanagi, finds himself entrusted with teaching a programming class at a high school. But here's the catch—it's an all-girls' school. Surrounded by the limitless energy of teenage girls, Nasa tries to maintain his composure, but deep down, he can't help feeling nervous.

A capricious boyfriend, secret admiration for someone, and a multitude of romantic dilemmas that can't be solved by programming, Nasa wonders if he can crack the equation of love!

(Source: MAL News)"
55655,The Demon Hunter,Yes,"Meng Chuan witnessed his mother killed before his eyes, so he trained very hard hoping to one day avenge her death. But his peaceful days were broken as his wedding engagement was called off, an invasion by foreign forces, the sanctuary fell into enemy hands... In order to protect the people of Ning City, he picked up his sword and vowed to be the strongest. This is a heavy responsibility and a long journey"
55657,The Realm of Demigod,Yes,No synopsis information has been added to this title. Help improve our database by adding a synopsis .
55684,Immortality 2nd Season,Yes,"In the majestic fantasy world, how does the protagonist Fang Han traverse the world with his own strength. Relying on an unyielding stubbornness to break through the mysteries of supernatural powers, and forge the physical body into an immortal body. There are endless novel magic weapons, and the brand-new prosperity of the Three Realms of Immortals, Demons and Fans will be opened by the protagonist in turn. It will take you to experience the fantasy demeanor of the immortal sect, demons, gods, kings and emperors. The protagonist will also experience the love and hatred in the world, the entanglement of grievances and resentments, and the disputes between immortals and demons. Finally lead you on the road to the top king.

(Source: bilibili)"
55689,Harmony of Mille-Feuille,Yes,"You don't have to shine to have youth.

First-year high school student Uta Komaki loves to sing, but she's extremely shy, timid, and a bit of a coward. She wants to join the light music club for her high school debut, but she's too intimidated by the dazzling presence of the members to submit her application. In her moment of despair, she receives an invitation to join the a cappella club from the president, Airi Kojou...

The a cappella club is filled with unique individuals—some might say they're a bit odd. Even if they're not flashy or popular, there's a special kind of youth that connects through their voices, creating something truly unique.

(Source: Pony Canyon)"
55692,Soulmate Adventure Season 2,Yes,No synopsis information has been added to this title. Help improve our database by adding a synopsis .
55693,Soul of Light,Yes,No synopsis information has been added to this title. Help improve our database by adding a synopsis .
55701,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,Yes,"After a series of mighty clashes with Upper Rank Demons, the Ubuyashiki clan prepares for one last battle with the hellish forces of Muzan Kibutsuji. In order to finally defeat the Demon leader once and for all, the clan devises a training camp for the Demon Slayer Corps, one led by the remaining Hashira—the most elite warriors in the organization. Each Hashira forms a specialized exercise that will hone both their own abilities and the skills of the ordinary soldiers.

Tanjirou Kamado, a boy at the heart of the brewing conflict, recovers from wounds received in a recent fight. While his half-Demon sister Nezuko is studied by researchers like Shinobu Kochou, Tanjirou embarks to train with the Hashira, seeking mastery in each of their assigned areas of expertise to be best prepared for the coming war—skills vital to Tanjirou, as he has vowed to be the very warrior who will eliminate Muzan for good.

[Written by MAL Rewrite]"
55710,,No,"The ""Hana Ningyou Project"" (Flower Doll Project) exists to artificially create the ""perfect idol"" by implanting a special flower seed inside a body. The franchise follows the growth of young men who dedicate their lives to the project.

(Source: MU)"
55717,The Banished Former Hero Lives as He Pleases,Yes,"Deemed a ""good-for-nothing"" for his low level and lack of a god-given Gift, Allen is stripped of his noble status and banished from the Duchy of Westfeldt. But Allen has a secret: he was a great hero in a previous life, and he's thrilled for the chance to finally live the way he pleases! His drama-free existence, however, is soon interrupted by a desperate encounter with his ex-fiancée. As a former hero who still possesses the incredible powers from his past life, Allen can't ignore someone in need—no matter how much he might like to! And so begins the new heroic saga our former hero never wanted!

(Source: J-Novel Club)"
55720,,No,A collaboration anime between  and .
55727,Miru: Paths to My Future,Yes,"In the distant future, humans create a robot named MIRU capable of traveling through time, visiting various eras, places, and even parallel worlds. Unlike some robots, MIRU isn't equipped with weapons. Instead, it helps people overcome immense obstacles peacefully, encouraging new beginnings without violence.

MIRU continuously evolves by interacting with people, learning and growing to assist those struggling to survive. It listens to their problems and offers support. By helping others, MIRU sets off a ""Butterfly Effect,"" of dramatic change guiding society toward a brighter future.

Why was MIRU created? What is its purpose? Can it save the Earth and humanity from a dystopian future?

(Source: MAL News)"
55738,Monster Diner,Yes,"Monsters are hiding in the human world, but most of them follow the code of conduct of the monster world, which is not to pick on the humans. However, as with humans, monsters also live on food. Therefore, there’re many monster diners that are open at night only for monsters in inconspicuous corners. Among which, one is very special and the boss is a human called “Taozi”. She comes from a family of chefs, but only monsters like the food she makes.

(Source: bilibili)"
55742,The Ancient Magus' Bride Season 2 Part 2,Yes,"Following a series of attacks that have left teachers and students alike sapped of their magic, headmistress Liza Quillyn decides to seal off the College, rendering it impossible to enter or leave the premises. As a result, Philomela Sargant is unable to comply with her grandmother Lizbeth's order to withdraw from the school.

Trapped inside the College, Chise Hatori and her classmates begin to adjust to their novel and stressful circumstances. But as time goes on, Philomela's condition only gets worse—both mentally and physically. Meanwhile, details about the tragic past of Chise's roommate, Lucy Webster, continue to resurface. As Chise grapples with worries about her friends and with her evolving self, the identity of the mysterious magic-draining culprit plaguing the College may finally come to light.

[Written by MAL Rewrite]"
55748,,No,First part of .
55749,The Café Terrace and Its Goddesses Season 2,Yes,"It has been months since Hayato Kasukabe decided to save his late grandmother's cafe, Familia Café Terrace, from permanently closing its doors. He and the five ""goddesses"" who serve as the cafe's mascots—Ouka Makuzawa, Akane Hououji, Riho Tsukishima, Shiragiku Ono, and Ami Tsuruga—persevere through all the hardships of maintaining a business to stay afloat for as long as possible.

Rougher times await them when a new competitor cafe, Family, appears with the sole intent of bringing Familia down. To come out on top of this business competition, Hayato must use his wits, fortify his trust in the girls, and figure out how to entice customers to continue supporting Familia.

To further complicate matters, the girls slowly begin to develop feelings for Hayato, causing tensions within the group. As this can potentially pose an even greater threat to Familia's survival, the five goddesses need to find a way to compromise and unite at all costs.

[Written by MAL Rewrite]"
55750,,No,"Music video for the song , the opening theme of Megami no Café Terrace performed by Neriame."
55774,"'Tis Time for ""Torture,"" Princess",Yes,"As the commander of the Imperial Army's Third Legion, the Royal Empire's princess has led humanity to countless victories against the demonic Hellhorde. However, she has now been captured by the enemy and confined to the dungeons, with her sentient sword, Ex, as her only company.

Due to her royal status, the princess knows invaluable secrets that would help the Hellhorde achieve dominance. To have her reveal all the information they need, the demons do not hesitate to subject the princess to the most vile forms of torture—that is, tempting her with delicious food, lasting friendships, adorable animals, and the most enjoyable experiences imaginable.

[Written by MAL Rewrite]"
55775,,No,"Through their combined effort, the members of PathTLIVE have made it to the Virtual Grid Awards at ADEN Academy. Miracle, Chris, Quan, Riz, and Noelle—along with several other top virtual artists—will compete in the main event of the ceremony: a Unit Battle, where participants enter as a team to compete for a spot in the main event's concert.

As the competition heats up, PathTLIVE reviews their competitors who have made it to the main event and evaluates if they have what it takes to win. But when the girls begin to lose confidence, they look inward to see how they can improve themselves to prepare for the Unit Battle. Through collaborations with other top performers, each girl explores new facets of what it means to be a virtual artist.

[Written by MAL Rewrite]"
55790,Rakshasa Street 3rd Season,Yes,The third season of .
55791,[Oshi No Ko] Season 2,Yes,"With the help of producer Masaya Kaburagi, Aquamarine ""Aqua"" Hoshino and Kana Arima have landed the roles of Touki and Tsurugi in Lala Lai Theatrical Company's stage adaptation of the popular manga series Tokyo Blade. Co-starring with them is Aqua's girlfriend, Akane Kurokawa, who plays Touki's fiancée, Princess Saya. Due to the fanbase preferring Tsurugi as Touki's love interest, Saya has made fewer and fewer appearances in the manga, making it difficult for Akane to fully immerse herself in the role. Her struggles are compounded by differences between the play's script and the original work—differences that also frustrate Tokyo Blade's author, Abiko Samejima.

Aqua, however, is more concerned with his personal goals than he is with the play. He has only one objective in mind: to grow closer to director Toshirou Kindaichi and find out what he knows about Aqua's mother, Ai.

[Written by MAL Rewrite]"
55804,Reign of the Seven Spellblades Mini,Yes,mini anime released on the official Twitter account.
55809,Renegade Immortal,Yes,"Wang Lin is a very smart boy with loving parents. Although he and his parents are shunned by the rest of their relatives, his parents have always held high hopes that he will one day achieve greatness. One day, Wang Lin suddenly gained the chance to walk the path of an immortal but found that he only had mediocre talent at best. Watch Wang Lin as he breaks through his lack of talent and walks the path towards becoming a real immortal!

(Source: Xian Ni Wiki)"
55813,Mashle: Magic and Muscles The Divine Visionary Candidate Exam Arc,Yes,"After Mash Burnedead's clash with Magia Lupus, the secret about his powers is now out in the open. The short-lived celebration ends when the Bureau of Magic summons Mash before an audience of Divine Visionaries, who collectively decree Mash should reap the consequences and die. However, an evil shadow organization called Innocent Zero hijacks the inquiry to demand that Mash be kept alive.

Mash proves that he is capable of dealing with Innocent Zero, but the Divine Visionaries' verdict remains unchanged. Luckily, Mash finds unexpected allies in Divine Visionary Rayne Ames and Headmaster Wahlberg Baigan, and they successfully defer his execution until Innocent Zero is defeated. Mash is now allowed to live under one condition: he must be selected as the Divine Visionary candidate by the year's end.

[Written by MAL Rewrite]"
55821,Fabulous Beasts 2nd Season,Yes,No synopsis information has been added to this title. Help improve our database by adding a synopsis .
55823,Natsume's Book of Friends Season 7,Yes,"As a young child, Takashi Natsume believed his ability to see youkai to be nothing but a curse. Now a high school student, Natsume has managed to heal from his old wounds and form unbreakable bonds with humans and youkai alike. Natsume's newfound friendships—including the one with his spirit bodyguard Madara, nicknamed ""Nyanko-sensei""—are often interlaced with his duty to return the names of the spirits written inside the Book of Friends, his late grandmother Reiko's keepsake. While more remarkable youkai reach out to him, Natsume discovers that he still has much to learn about the world that surrounds him.

[Written by MAL Rewrite]"
55826,,No,"Music video for the Hololive Summer 2023 theme song  by HoneyWorks and performed by Sora Tokino, Fubuki Shirakami, Aqua Minato, Suisei Hoshimachi, Kanata Amane, Moona Hoshinova, Airani Iofifteen, Kiara Takanashi and Gawr Gura."
55829,Sword Saint of The Ten Realms,Yes,"In the ten directions, the strong are respected. The young Lin Tian was deceived by his fiancée Xiao Yun and Mo Sen, the eldest son of Mo's family, to lose all his family property and was pushed off the cliff. Luckily he survived, he finally woke up and determined to avenge the two families and take back everything that belonged to him. Under the cliff, he accidentally obtained a mysterious black iron sword.

Due to lack of strength, he decided to join the Jiuyang Wufu first, and take revenge after his strength matured. Unexpectedly, the elder of the Wufu was Mo Sen's uncle. Lin Tian began to act in a low-key manner, practicing martial arts hard, refining the method of talisman formations, going out of the city secretly to practice, fighting red-faced ghosts, killing centipedes, and seizing blood soul flowers. The adventures continued. His strength grew rapidly, but Xiao Mo's family still did not know how to repent, ambushed, assassinated, and even mobilized the whole family to encircle and suppress them.

Let's see how the young Lin Tian took blood and revenge, and after going through hardships, he finally became the king of gods and unified the heavens of the ten directions!

(Source: Vita Animation Groups)"
