anime_id,title,studio,promo_link,overal_rank,mean_score,avg_sentiment_score,positive_keywords,negative_keywords
41457,86,A-1 Pictures,https://www.youtube.com/embed/WVegRUOgkPM?enablejsapi=1&wmode=opaque&autoplay=1,264,8,0.1554,"adaptation, stories, candidate, directors, ease","nature, bonds, critique, anime, specimen"
41461,Date A Live IV,Geek Toys,https://www.youtube.com/embed/-7ICd6g2Gak?enablejsapi=1&wmode=opaque&autoplay=1,1215,8,0.1891,"story, achievement, spring, date, continuation","pleasures, episode, taste, word"
41467,Bleach: Sennen Kessen-hen,Studio Pierrot,https://www.youtube.com/embed/e8YBesRKq_U?enablejsapi=1&wmode=opaque&autoplay=1,12,9,0.1983,"animation, episode, scenes, arc, designs","writing, episode, work, music"
41468,Burn the Witch,Studio Colorido,https://www.youtube.com/embed/E25zlxrgqX0?enablejsapi=1&wmode=opaque&autoplay=1,3774,7,0.1823,"job, animation, masterpiece, site, characters","montage, implications, reviews, joke"
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,,,296,8,,,
41488,Tensura Nikki: Tensei shitara Slime Datta Ken,8bit,https://www.youtube.com/embed/JyCSGTKcNPA?enablejsapi=1&wmode=opaque&autoplay=1,1679,8,0.1634,"addition, characters, slice, franchises, good","off, weighting, episode, essence"
41491,Nanatsu no Taizai: Funnu no Shinpan,,,6824,7,,,
41497,Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,,,1257,8,,,
41509,Qing Chi Hong Xiaodou Ba! 3rd Season,,,19436,0,,,
41511,Ma La Nu Pei,,,4675,7,,,
41514,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,SILVER LINK.,https://www.youtube.com/embed/mgHnA7ZV8tM?enablejsapi=1&wmode=opaque&autoplay=1,3350,7,0.1381,"moments, ride, girls, characters, pacing","ones, anime, members, outcomes, shows"
41520,Show by Rock!! Stars!!,,,3820,7,,,
41521,WIXOSS Diva(A)Live,,,12117,6,,,
41528,Xingchen Bian: Yu Li Cang Hai,,,2615,7,,,
41530,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden 2nd Season - Kakusei Zenya,Shaft,https://www.youtube.com/embed/hUa-p4SUmoQ?enablejsapi=1&wmode=opaque&autoplay=1,4467,7,0.1265,"touch, thought, shoujo, girls, plan",showing
41531,Hataraku Saibou Black CM,,,0,7,,,
41555,Aikatsu on Parade! (ONA),,,6056,7,,,
41556,Maiko-san Chi no Makanai-san,J.C.Staff,,4320,7,0.2075,"reason, backgrounds, mix, anime, super",animation
41558,Asatir: Mirai no Mukashi Banashi,,,9647,6,,,
41567,Isekai Quartet Movie: Another World,,,2132,7,,,
41573,Majutsushi Orphen Hagure Tabi: Kimluck-hen,,,9069,6,,,
41574,Guraburu!,,,11270,6,,,
41587,Boku no Hero Academia 5th Season,Bones,https://www.youtube.com/embed/kkmW-tppFPM?enablejsapi=1&wmode=opaque&autoplay=1,2632,7,0.0752,"value, anime, interests, characters, tbh","guys, guy, arc, movie, lows"
41589,Tokyo Mew Mew New ♡,Yumeta Company,https://www.youtube.com/embed/rvop1bodI9U?enablejsapi=1&wmode=opaque&autoplay=1,6594,7,0.2186,"girl, work, change, girls, type",reboot
41595,Tiger & Bunny 2,,,2343,7,,,
41611,Wan Sheng Jie,,,728,8,,,
41619,Munou na Nana,Bridge,https://www.youtube.com/embed/kb9NI_quOxM?enablejsapi=1&wmode=opaque&autoplay=1,3618,7,0.0339,"anime, shows, introduction, refresher, cast","anime, dumb, amount, cover, mc"
41623,Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,,,6103,7,,,
41636,Naze Nani Dendrogram,add some,,12127,6,,,
41660,Yesterday wo Utatte: Haishin-ban Episode,,,6496,7,,,
41674,Aria the Crepuscolo,,,1202,8,,,
41688,Toutotsu ni Egypt Shin,Typhoon Graphics,https://www.youtube.com/embed/PflNzbgLx_c?enablejsapi=1&wmode=opaque&autoplay=1,6650,7,0.2851,"anime, characters, story, feeling, scenes",jokes
41694,Hataraku Saibou Black,LIDENFILMS,https://www.youtube.com/embed/TlAOb50n3w0?enablejsapi=1&wmode=opaque&autoplay=1,2001,8,0.1321,"anime, colours, care, insight, touch","habits, horror, vibe, conditions"
41710,Genjitsu Shugi Yuusha no Oukoku Saikenki,,,3171,7,,,
41714,Soukyuu no Fafner: Dead Aggressor - The Beyond Part 3,,,2534,7,,,
41750,Koukaku Kidoutai: SAC_2045 Season 2,,,5262,7,,,
41762,Tenchi Souzou Design-bu,Asahi Production,https://www.youtube.com/embed/n84mE3FVikA?enablejsapi=1&wmode=opaque&autoplay=1,3661,7,0.1612,"anime, choice, animals, biology, game","requests, fun, information, designers, tension"
41780,BanG Dream! Movie: Episode of Roselia - I: Yakusoku,,,1328,8,,,
41783,Iwa Kakeru! Sport Climbing Girls,Blade,https://www.youtube.com/embed/HbUqZtXPAAE?enablejsapi=1&wmode=opaque&autoplay=1,7268,6,0.1418,"anime, teammates, muscles, skill, mentality","sayings, wall, club, advice"
41833,Kyuuketsuki Sugu Shinu,,,3037,7,,,
41834,King's Raid: Ishi wo Tsugumono-tachi,OLM,https://www.youtube.com/embed/IJzdrDyYdvE?enablejsapi=1&wmode=opaque&autoplay=1,9918,6,0.0764,"games, game, role, amount, fantasy","reviews, politics, tachi"
41851,Girl X,,,13421,5,,,
41877,Kamiarizuki no Kodomo,,,7279,6,,,
41884,Ling Jian Zun 4th Season,,,3193,7,,,
41899,Ore dake Haireru Kakushi Dungeon,Okuruto Noboru,https://www.youtube.com/embed/LAuF6RZYTc0?enablejsapi=1&wmode=opaque&autoplay=1,8578,6,0.1640,"sage, mode, plot, anime, fantasy","anime, pleasure, dungeon, echhi, execution"
41911,Hanyou no Yashahime: Sengoku Otogizoushi,Sunrise,https://www.youtube.com/embed/O9c9AWheBdQ?enablejsapi=1&wmode=opaque&autoplay=1,6093,7,0.0968,"manga, moments, idea, exploration, drama","experience, fanfiction, story, cast"
41913,Wuxian Shaonu 48,,,5781,7,,,
41915,Zuihou de Zhaohuan Shi,,,7023,7,,,
41917,Min Diao Ju Yi Wen Lu,,,6581,7,,,
41923,Yi Nian Yong Heng,B.CMAY PICTURES,https://www.youtube.com/embed/wfPdkSV53Yw?enablejsapi=1&wmode=opaque&autoplay=1,766,8,0.1394,"anime, episodes, op, animes, parts","situations, tagging, villains, storyline, sentiments"
41930,Kamisama ni Natta Hi,,,5480,7,,,
42030,Fate/kaleid liner Prisma☆Illya Movie: Licht - Namae no Nai Shoujo,SILVER LINK.,https://www.youtube.com/embed/XnzRyMNq__0?enablejsapi=1&wmode=opaque&autoplay=1,3337,7,0.1851,"parallels, goal, anime, angel, score",filter
42057,Kyoshin to Hyouka no Shiro,TriF Studio,https://www.youtube.com/embed/vEqYA1Dqg4Y?enablejsapi=1&wmode=opaque&autoplay=1,11978,6,0.2048,"minutes, damsel, duo",
42071,Yuuki Yuuna wa Yuusha de Aru Churutto!,,,9979,6,,,
42072,Kenja no Deshi wo Nanoru Kenja,Studio A-CAT,https://www.youtube.com/embed/k5nkrxm-1gY?enablejsapi=1&wmode=opaque&autoplay=1,8273,6,0.1387,"wardrobe, factor, experience, manga, points","cgi, amount, infodumps, sage, shows"
42091,Shingeki no Kyojin: Chronicle,,,1025,8,,,
42148,Xin Jue,,,9293,6,,,
42161,Poketoon,,,2947,7,,,
42163,Arknights,,,0,7,,,
42187,Wu Shang Shen Di,,,3066,7,,,
42192,Edens Zero,J.C.Staff,https://www.youtube.com/embed/pB_o3-2etA8?enablejsapi=1&wmode=opaque&autoplay=1,3163,7,0.1751,"adventure, hands, touch, characters, life","recycle, shounen, enjoyer"
42194,Katarina to Manabou,,,11919,6,,,
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,White Fox,https://www.youtube.com/embed/cG68UqKqYq0?enablejsapi=1&wmode=opaque&autoplay=1,194,8,0.1590,"sea, girl, performances, adaptation, success","animation, action, turn, conversations, aspect"
42205,Shaman King (2021),Bridge,https://www.youtube.com/embed/rV8RZrZskdk?enablejsapi=1&wmode=opaque&autoplay=1,4956,7,0.1502,"job, quality, side, comparison, adaptation","backstory, dialogue, people"
42206,Nu Wushen de Canzhuo II,,,2892,7,,,
42238,Ani ni Tsukeru Kusuri wa Nai! 4,,,1656,8,,,
42249,Tokyo Revengers,LIDENFILMS,https://www.youtube.com/embed/r9M34VgTfzY?enablejsapi=1&wmode=opaque&autoplay=1,981,8,0.0665,"shows, concept, scores, update, attributes","mistakes, anime, operas, revengers, characters"
42250,Bungou Stray Dogs Wan!,Bones,https://www.youtube.com/embed/FQMZKk5DqEs?enablejsapi=1&wmode=opaque&autoplay=1,713,8,0.2215,"shows, year, timing, boys, animation","times, day, episodes"
42260,Ninja Collection,,,14221,4,,,
42266,Wu Dong Qian Kun 2nd Season,,,1410,8,,,
42267,Dubu Xiaoyao,,,4113,7,,,
42268,Shouxi Yu Ling Shi,,,7499,6,,,
42282,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,SILVER LINK.,https://www.youtube.com/embed/U89R_rcrbUs?enablejsapi=1&wmode=opaque&autoplay=1,3198,7,0.1527,"story, premise, moments, anime, katarina","improvements, others, lead, sequel, qualities"
42284,Yuan Long,,,2675,7,,,
42290,Ling Long: Incarnation Part 2,,,1727,8,,,
42295,Fushigi Dagashiya: Zenitendou,Toei Animation,,10154,6,,,
42297,Sollo Talchul Gwi,,,15043,0,,,
42307,Subarashiki Kono Sekai The Animation,Shin-Ei Animation,https://www.youtube.com/embed/PyIt1obb1dE?enablejsapi=1&wmode=opaque&autoplay=1,9347,6,0.0731,"game, story, race, adaptation, idea","statements, attempt, boomer, word, anime"
42310,Cyberpunk: Edgerunners,Trigger,https://www.youtube.com/embed/JtqIas3bYhg?enablejsapi=1&wmode=opaque&autoplay=1,97,9,0.1471,"anime, animr, story, criticism, response","paraphernalia, candy, anime, trainwreck, classes"
42321,Battle Athletess Daiundoukai ReSTART!,,,13475,5,,,
42330,Sansan de Ezuoju Chufang,,,14507,0,,,
42340,Meikyuu Black Company,SILVER LINK.,https://www.youtube.com/embed/x39JYXYmQ90?enablejsapi=1&wmode=opaque&autoplay=1,3381,7,0.1042,"isekai, parts, setting, guy, innovations","episodes, cause, dungeon, situation, animation"
42351,Senpai ga Uzai Kouhai no Hanashi,Doga Kobo,https://www.youtube.com/embed/6jHQlaQXQSs?enablejsapi=1&wmode=opaque&autoplay=1,1871,8,0.0948,"com, anime, adventure, romance, complex",co
42361,"Ijiranaide, Nagatoro-san",Telecom Animation Film,https://www.youtube.com/embed/Bw5jwgdbqKc?enablejsapi=1&wmode=opaque&autoplay=1,3452,7,0.1254,"start, example, personality, versions, representation","character, scenes, animes, episode, controversies"
42364,Re:Zero kara Hajimeru Break Time 2nd Season,,,2750,7,,,
42385,The iDOLM@STER Million Live!,Shirogumi,https://www.youtube.com/embed/3YLwB4vGdNY?enablejsapi=1&wmode=opaque&autoplay=1,4752,7,0.1413,"movie, experience, franchise",
42387,"Hataraku Saibou!! Saikyou no Teki, Futatabi. Karada no Naka wa ""Chou"" Oosawagi!",David Production,https://www.youtube.com/embed/S0ntBPO6dB8?enablejsapi=1&wmode=opaque&autoplay=1,2641,7,0.1175,laughs,
42391,Osomatsu-san 3rd Season,,,2460,7,,,
42395,Shakunetsu Kabaddi,,,4422,7,,,
42429,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,Ajia-do,https://www.youtube.com/embed/b21XZo55TNw?enablejsapi=1&wmode=opaque&autoplay=1,584,8,0.1881,"tale, characters, building, appeal, character","damm, scenes"
42481,Yeon-ae Halujeon Zero,LICO,https://www.youtube.com/embed/GQtqVe2GXqw?enablejsapi=1&wmode=opaque&autoplay=1,3501,7,0.3013,"anime, ost","cliche, animation"
42482,Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season,,,8593,6,,,
42491,Kamen Rider Zero-One: Short Anime - Everyone's Daily Life,,,7651,6,,,
42506,World Witches Hasshin Shimasu!,,,7225,7,,,
42516,Cardfight!! Vanguard: overDress,Kinema Citrus,https://www.youtube.com/embed/O0MEPPLTtd0?enablejsapi=1&wmode=opaque&autoplay=1,10297,6,0.1199,"gateway, cast, job","job, introduction"
42544,Kaizoku Oujo,Production I.G,https://www.youtube.com/embed/QTtXMqgZRpg?enablejsapi=1&wmode=opaque&autoplay=1,4117,7,0.1857,"anime, animation, ones, mystery, ending","feelings, arm, elements, expression, boy"
42568,Yaku nara Mug Cup mo,Nippon Animation,https://www.youtube.com/embed/3-xXscwHPEU?enablejsapi=1&wmode=opaque&autoplay=1,7014,7,0.1223,"girls, artist, mugs, past, appreciation","mugs, anime, cgdct"
42587,Yuuki Yuuna wa Yuusha de Aru: Dai Mankai no Shou,,,2909,7,,,
42590,Mashiro no Oto,Shin-Ei Animation,https://www.youtube.com/embed/b4sbGo6HeZM?enablejsapi=1&wmode=opaque&autoplay=1,1959,8,0.2091,"sound, player, experience, animes, shamisen","moments, teenager, artist, writing, characters"
42593,Kesshouban: Eigakan e Iku,,,10563,6,,,
42603,Boku no Hero Academia: Ikinokore! Kesshi no Survival Kunren,,,3679,7,,,
42625,Heion Sedai no Idaten-tachi,MAPPA,https://www.youtube.com/embed/11QPxZ60GIo?enablejsapi=1&wmode=opaque&autoplay=1,1604,8,0.0855,"assault, anime, entities, topics, moments","oppression, pain, enemy, ethics, plot"
42627,Peach Boy Riverside,,,8836,6,,,
42629,Yeon-ae Halujeon 2,LICO,https://www.youtube.com/embed/OLAAl4ZUB_o?enablejsapi=1&wmode=opaque&autoplay=1,2541,7,0.2190,"development, job",excuse
42632,Yeon-ae Halujeon,LICO,https://www.youtube.com/embed/yYSaYgmyY3U?enablejsapi=1&wmode=opaque&autoplay=1,3401,7,0.1048,trilogy,
42653,Aikatsu Planet!,Bandai Namco Pictures,,6963,7,0.1479,"example, length, friend, people",
42658,Ninjala,,,11476,6,,,
42668,Taisou Zamurai,,,3304,7,,,
42670,Princess Connect! Re:Dive Season 2,CygamesPictures,https://www.youtube.com/embed/uSNFUa5XFq4?enablejsapi=1&wmode=opaque&autoplay=1,1267,8,0.1578,"game, ending, journey, rpg, freedom",comedies
42729,Xpice,,,0,6,,,
42740,Ji Jia Shou Shen: Baolie Feiche,Alpha Animation,,10669,6,,,
42745,Machikado Mazoku: 2-choume,J.C.Staff,https://www.youtube.com/embed/kgBxGlnG7no?enablejsapi=1&wmode=opaque&autoplay=1,973,8,0.2068,"girl, improvement, faith, episodes, job",luck
42753,Love Live! μ's Go→Go! LoveLive! 2015: Dream Sensation!,,,8651,6,,,
42774,Sayonara Watashi no Cramer,LIDENFILMS,https://www.youtube.com/embed/kim1S3ySNqs?enablejsapi=1&wmode=opaque&autoplay=1,9617,6,0.1492,"story, team, genre, names, football","quality, taibi, product"
42808,Shenmue the Animation,Telecom Animation Film,https://www.youtube.com/embed/3k3bu2mE9Mw?enablejsapi=1&wmode=opaque&autoplay=1,6393,7,0.1510,"adaptation, ips, console, experience, piece","writing, design, animation, story"
42822,Kai Byoui Ramune,Platinum Vision,https://www.youtube.com/embed/_aN5N2JCoCY?enablejsapi=1&wmode=opaque&autoplay=1,3708,7,0.1722,"anime, scenarios, approach, style, personalities","illnesses, stories, habits, people"
42825,Project Scard: Praeter no Kizu,GoHands,https://www.youtube.com/embed/CX-D3mZBasM?enablejsapi=1&wmode=opaque&autoplay=1,10573,6,0.1156,"filters, synopsis, choice, friends, work",users
42826,Seijo no Maryoku wa Bannou desu,Diomedéa,https://www.youtube.com/embed/neuik8auVmE?enablejsapi=1&wmode=opaque&autoplay=1,2835,7,0.1025,"story, isekai, genres, experience, shows","reasons, mist, character, uhh, score"
42829,Boukyaku Battery,,,7920,6,,,
42847,Ai no Utagoe wo Kikasete,J.C.Staff,https://www.youtube.com/embed/meJzR1EBFqw?enablejsapi=1&wmode=opaque&autoplay=1,1378,8,0.2138,"movie, production, scenes, power, examples","scientists, scenes"
42867,"Kanojo, Okarishimasu Petit",,,10585,6,,,
42883,Sore dake ga Neck,,,11861,6,,,
42886,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,,,276,8,,,
42892,Baraou no Souretsu,J.C.Staff,https://www.youtube.com/embed/aM3O4aC4lpQ?enablejsapi=1&wmode=opaque&autoplay=1,7910,6,0.0946,"manga, history, king, adaptation, simulcasts","adaptations, animation, pick, pieces, adapation"
42894,Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,Shuka,https://www.youtube.com/embed/IuSKZlwGRNs?enablejsapi=1&wmode=opaque&autoplay=1,457,8,0.1606,"combination, guest",
42897,Horimiya,CloverWorks,https://www.youtube.com/embed/42LiC4xY8YE?enablejsapi=1&wmode=opaque&autoplay=1,429,8,0.1465,"anime, girl, lord, characters, take","anime, adaptation, parts, girls, drama"
42898,Wan Jie Xian Zong 4th Season,,,3747,7,,,
42916,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,A-1 Pictures,https://www.youtube.com/embed/XvJRE6Sm-lM?enablejsapi=1&wmode=opaque&autoplay=1,763,8,0.2165,"job, story, balance, points, writing",graphic
42923,SK∞,Bones,https://www.youtube.com/embed/PcS3QIc6ma8?enablejsapi=1&wmode=opaque&autoplay=1,689,8,0.1663,"anime, concept, dynamic, strengths, work","tone, flaws, drift, track, shows"
42938,Fruits Basket: The Final,TMS Entertainment,https://www.youtube.com/embed/Ip8Btv2t_6c?enablejsapi=1&wmode=opaque&autoplay=1,15,9,0.1439,"anime, stories, arc, boyfriends, characters","moments, anime, shouting, season"
42940,Hanma Baki: Son of Ogre,,,1509,8,,,
42941,Uma Musume: Pretty Derby Season 2,Studio KAI,https://www.youtube.com/embed/3YmXymfB0mk?enablejsapi=1&wmode=opaque&autoplay=1,360,8,0.2457,"characters, voice, girl, girls, desire","moments, sequel"
42946,Kusoge tte Iuna! Animation,,,12837,5,,,
42947,Qin Xia,,,6930,7,,,
42950,Wo Jia Da Shixiong Shi Ge Fanpai,,,4757,7,,,
42956,Hanhua Riji 2nd Season,,,1602,8,,,
42959,Yatogame-chan Kansatsu Nikki Sansatsume,,,7984,6,,,
42963,"Kanojo, Okarishimasu 2nd Season",TMS Entertainment,https://www.youtube.com/embed/EwbHVNLPM4g?enablejsapi=1&wmode=opaque&autoplay=1,5739,7,0.1186,"girls, year, summer, anime, start","character, dude, reminder, male, portrayal"
42967,Fei Zhi Baike,,,21055,0,,,
42976,Biohazard: Infinite Darkness,,,8690,6,,,
42981,Idolls!,,,13562,5,,,
42994,Jashin-chan Dropkick X,,,2317,7,,,
43001,Youjo Shachou,Project No.9,https://www.youtube.com/embed/GTr8CCjhH0I?enablejsapi=1&wmode=opaque&autoplay=1,6675,7,0.0066,girl,comedy
43007,Osananajimi ga Zettai ni Makenai Love Comedy,Doga Kobo,https://www.youtube.com/embed/U330AyuQIOY?enablejsapi=1&wmode=opaque&autoplay=1,9794,6,0.0729,"concept, characters, consensus, oresuki, situation","romcom, anime, attempt, plot, hensuki"
43229,Godzilla: S.P,Bones,https://www.youtube.com/embed/xVv3kouh4is?enablejsapi=1&wmode=opaque&autoplay=1,6344,7,0.1202,"genius, ai, ip, entry, example","talk, science, king, depiction"
43293,Kaitai Shita Inu no Blues,,,0,6,,,
43299,Wonder Egg Priority,CloverWorks,https://www.youtube.com/embed/_TpTn3o-_Yk?enablejsapi=1&wmode=opaque&autoplay=1,1811,8,0.1409,"visuals, animation, friends, anime, assault","execution, writing, topic, force, school"
43325,Yuukoku no Moriarty Part 2,Production I.G,https://www.youtube.com/embed/DeI3yNsyMKI?enablejsapi=1&wmode=opaque&autoplay=1,311,8,0.2203,"anime, start, brillance, psychology, holmes","conclusion, op, moriarty, convos"
43353,Bear Bear Bear Kuma!,,,6799,7,,,
43439,Shadows House,CloverWorks,https://www.youtube.com/embed/c5bkocwVqu0?enablejsapi=1&wmode=opaque&autoplay=1,1044,8,0.1508,"audiovisuals, pacing, story, atmosphere, parts","walls, bread, season, situations, tho"
43470,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,Zero-G,https://www.youtube.com/embed/g9FfYyXoVTE?enablejsapi=1&wmode=opaque&autoplay=1,2897,7,0.1183,"premise, comedy, points, decision, job","taste, explanations, reality, romance, endings"
43506,Alice Gear Aegis: Doki! Actress Darake no Mermaid Grand Prix♥,Nomad,,12312,6,-0.0061,,
43523,Tsuki ga Michibiku Isekai Douchuu,,,1316,8,,,
43540,Qian……,,,19394,0,,,
43568,Hakumei no Tsubasa: Expansion - Hoshi no Matsuri,,,4782,7,,,
43591,Hetalia World★Stars,Studio Deen,https://www.youtube.com/embed/8At-Iiwaeaw?enablejsapi=1&wmode=opaque&autoplay=1,5088,7,0.1876,"animations, season, introduction, job",shows
43608,Kaguya-sama wa Kokurasetai: Ultra Romantic,A-1 Pictures,https://www.youtube.com/embed/vFN5K-iAyV0?enablejsapi=1&wmode=opaque&autoplay=1,14,9,0.1438,"adaptations, com, comedy, season, anime","episodes, sounds, others"
43609,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen OVA,A-1 Pictures,https://www.youtube.com/embed/kCweMv8bb4w?enablejsapi=1&wmode=opaque&autoplay=1,1709,8,0.1274,"characters, coms, conflict, reactions, deal","dude, service, ovas, scene, thoughts"
43626,Jue Shi Wu Hun,,,5256,7,,,
43683,Boku no Hero Academia the Movie 2: Heroes:Rising - Epilogue Plus - Yume wo Genjitsu ni,,,2245,7,,,
43691,Kageki Shoujo!!,PINE JAM,https://www.youtube.com/embed/8yeAYjGjuY8?enablejsapi=1&wmode=opaque&autoplay=1,1304,8,0.2125,"anime, story, surprise, depiction, setting","idol, life, ecchi, guys, happenings"
43692,Gokushufudou,J.C.Staff,https://www.youtube.com/embed/cvZ9thKolOA?enablejsapi=1&wmode=opaque&autoplay=1,3104,7,0.1920,"animation, member, performances, comedy, manga","expectations, prowess, horny, job"
43693,Thermae Romae Novae,,,3651,7,,,
43697,Yasuke,,,11445,6,,,
43735,Cue!,,,5563,7,,,
43741,Getter Robo Arc,,,9125,6,,,
43756,Bakuten!!,,,2104,7,,,
43760,Hikari no Ou,Signal.MD,https://www.youtube.com/embed/nkBeXGAFCvU?enablejsapi=1&wmode=opaque&autoplay=1,8266,6,0.0924,"protagonists, bangers, choice, style, crew","catastrophe, moments, mistake, animation, case"
43763,Cestvs: The Roman Fighter,,,10444,6,,,
43767,Night Head 2041,,,7287,6,,,
43769,OTMGirls no Yokiyoki Channel,,,12102,6,,,
43771,Vazzrock The Animation,,,12654,5,,,
43778,Motto! Majime ni Fumajime Kaiketsu Zorori 2nd Season,,,18589,0,,,
43814,Deatte 5-byou de Battle,SynergySP,https://www.youtube.com/embed/3xkIIxVqV_I?enablejsapi=1&wmode=opaque&autoplay=1,5729,7,0.0541,"idea, continuation, stories, opponents, power","powers, god, premise, premises, moments"
43878,Miko no Tsutome!,,,9696,6,,,
43969,Kanojo mo Kanojo,,,7087,7,,,
44037,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",Studio Flad,https://www.youtube.com/embed/Q-WDh396OEg?enablejsapi=1&wmode=opaque&autoplay=1,4814,7,0.0555,"anime, premise, romance, measure, guys","anime, tripes, adaptation, presence, shit"
44040,Abciee Shuugyou Nikki,,,12712,5,,,
44042,Holo no Graffiti,Hololive Production,,480,8,0.2178,"work, characters, looks, exposition, characterization","past, understanding, friend, english, noises"
44059,Puparia,,,1633,8,,,
44062,Chu Feng: Yi Dian Zhi Zi,,,6245,7,,,
44064,Liehuo Jiao Chou,,,3039,7,,,
44065,Dinghai Fusheng Lu,,,3269,7,,,
44067,Bai Yao Pu 2nd Season,,,1890,8,,,
44068,Tianbao Fuyao Lu 2nd Season,Sparkly Key Animation Studio,https://www.youtube.com/embed/HUatC7TamFM?enablejsapi=1&wmode=opaque&autoplay=1,1166,8,0.1432,moments,
44069,Xian Wang de Richang Shenghuo 2,,,2538,7,,,
44074,Shiguang Dailiren,LAN Studio,https://www.youtube.com/embed/9NngogacysA?enablejsapi=1&wmode=opaque&autoplay=1,55,9,0.1709,"anime, art, concept, style, finale","development, man, anime"
44081,B-Project: Netsuretsu*Love Call,,,8430,6,,,
44087,Gintama: The Semi-Final,,,166,8,,,
44096,Xian Jian Qi Xia Zhuan: Huan Li Jing,,,16072,0,,,
44191,Tropical-Rouge! Precure,Toei Animation,https://www.youtube.com/embed/GoMZuz-0hAY?enablejsapi=1&wmode=opaque&autoplay=1,2430,7,0.2260,"girl, decision, seasons, girls, backstories","seasons, reviews, season, shoujo"
44196,Shanhe Jian Xin,,,1084,8,,,
44200,Boku no Hero Academia the Movie 3: World Heroes' Mission,,,1704,8,,,
44203,Seirei Gensouki,TMS Entertainment,https://www.youtube.com/embed/3fyHza1aYEo?enablejsapi=1&wmode=opaque&autoplay=1,4201,7,0.0734,"stu, likeness, dude, food, student","anime, question, olds, animation, voice"
44204,Kyokou Suiri Season 2,,,2652,7,,,
44208,Yami Shibai 8,,,11089,6,,,
44218,Tunshi Xingkong,,,601,8,,,
44235,Pui Pui Molcar,Shin-Ei Animation,,682,8,0.2677,"anime, comedy, thriller, veterans, animation","memetic, work"
44248,Fate/Grand Carnival,Lerche,,1298,8,0.1522,"servants, seiyuus",cover
44273,Mewkledreamy Mix!,,,5107,7,,,
44274,Puraore! Pride of Orange,,,8906,6,,,
44275,Selection Project,Doga Kobo,https://www.youtube.com/embed/lGBsqtwf5pQ?enablejsapi=1&wmode=opaque&autoplay=1,3128,7,0.1354,"idol, girls, style, music, protagonist","girl, telling, anime, drama, idol"
44276,Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,ENGI,https://www.youtube.com/embed/6TDRXYZ_K_c?enablejsapi=1&wmode=opaque&autoplay=1,7448,6,0.0180,"story, anime, figure, girls, shopkeeper","jokes, comedy, premise, mistakes, explanation"
44376,Idol Land PriPara,,,3426,7,,,
44387,Sankaku Mado no Sotogawa wa Yoru,Zero-G,https://www.youtube.com/embed/8QhsBa4bxVU?enablejsapi=1&wmode=opaque&autoplay=1,5752,7,0.1538,"addition, job, anime, amount, concept","atmosphere, bl, spirits, look, pacing"
44388,Biao Ren: Blades of the Guardians,Colored Pencil Animation,https://www.youtube.com/embed/dNwN1MxMosM?enablejsapi=1&wmode=opaque&autoplay=1,1765,8,0.1964,"anime, shows, addition, soundtrack, orchestration",
44389,Zi Chuan,,,3487,7,,,
44390,Tian Mei De Yao Hen,,,7208,7,,,
44406,Da Wang Rao Ming,,,1944,8,,,
44408,Long Zu,,,2939,7,,,
44410,Xing Hai Qishi,,,5293,7,,,
44411,Shi Ye Miao Yin,,,3735,7,,,
44511,Chainsaw Man,MAPPA,https://www.youtube.com/embed/q15CRdE5Bv0?enablejsapi=1&wmode=opaque&autoplay=1,181,8,0.1476,"anime, adaptation, desire, characters, ideas","ornament, punk, animation, plot, line"
44513,Wo Shi Da Shenxian,,,5141,7,,,
44516,Koroshi Ai,Platinum Vision,https://www.youtube.com/embed/UuSugsgmnv4?enablejsapi=1&wmode=opaque&autoplay=1,4942,7,0.1090,"character, parts, franchises, connotation, adaptation","adaptation, hitman, character, voice, tropes"
44583,Rail Romanesque 2,,,12261,6,,,
44586,Kakushigoto Movie,Ajia-do,https://www.youtube.com/embed/k8sJfQs9h10?enablejsapi=1&wmode=opaque&autoplay=1,1389,8,0.1972,,"jokes, emotions"
44591,Slime-tachi no Idobata Kaigi,,,11324,6,,,
44689,Shen Bing Xiaojiang,,,14669,0,,,
44807,Ryuu to Sobakasu no Hime,,,2141,7,,,
44881,100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,,,5530,7,,,
